city,state,latitude,longitude,population,msa,new_msa
herlev,hovedstaden,55.7235,12.4404,0,,denmark__hovedstaden__NONMETROPOLITAN AREA
nykøbing falster,zealand,54.76906,11.87425,16807,,denmark__zealand__NONMETROPOLITAN AREA
hinnerup,central jutland,56.7347,9.05874,8012,,denmark__central jutland__NONMETROPOLITAN AREA
tønder,south denmark,54.93306,8.86674,7841,,denmark__south denmark__NONMETROPOLITAN AREA
hobro,north denmark,56.64306,9.79029,11064,,denmark__north denmark__NONMETROPOLITAN AREA
palmanova,balearic islands,39.5247,2.53922,7040,,spain__balearic islands__palma__MSA
astorga,castille and leon,42.45879,-6.05601,12078,,spain__castille and leon__leon__MSA
herencia,castille la mancha,39.36616,-3.35735,7879,,spain__castille la mancha__ciudad real__MSA
llucmajor,balearic islands,39.49093,2.89108,36078,,spain__balearic islands__palma__MSA
palomar,valencia,38.85395,-0.5025,520,,spain__valencia__comunitat valenciana__MSA
sanlucar la mayor,andalusia,37.38758,-6.20346,12749,,spain__andalusia__sevilla__MSA
vicar,andalusia,36.83155,-2.64273,22853,,spain__andalusia__el ejido__MSA
aguimes,canary islands,27.90539,-15.44609,28924,,spain__canary islands__telde__MSA
playa blanca,canary islands,28.86426,-13.82814,10000,,spain__canary islands__arrecife__MSA
castilleja de la cuesta,andalusia,37.38594,-6.05258,17150,,spain__andalusia__sevilla__MSA
tossa de mar,catalonia,41.71667,2.93333,5001,,spain__catalonia__barcelona__MSA
cabra,andalusia,37.47249,-4.44206,21352,,spain__andalusia__cordoba__MSA
ortuella,basque country,43.31113,-3.05617,8360,,spain__basque country__bilbao__MSA
adra,andalusia,36.74831,-3.02076,24373,,spain__andalusia__granada__MSA
baeza,andalusia,37.99384,-3.47103,16253,,spain__andalusia__campina__MSA
vallirana,catalonia,41.38676,1.93205,14066,,spain__catalonia__barcelona__MSA
cassa de la selva,catalonia,41.88784,2.87524,8504,,spain__catalonia__girona__MSA
pilas,andalusia,37.30337,-6.30097,13386,,spain__andalusia__sevilla__MSA
horta,catalonia,41.43628,2.15725,26676,,spain__catalonia__barcelona__MSA
laredo,cantabria,43.4098,-3.41613,12591,,spain__basque country__bilbao__MSA
l escala,catalonia,42.12562,3.13261,10417,,spain__catalonia__girona__MSA
carabanchel,madrid,40.39094,-3.7242,253678,,spain__madrid__madrid__MSA
barbate,andalusia,36.19237,-5.92186,22551,,spain__andalusia__cadiz__MSA
la bisbal d emporda,catalonia,41.95,3.05,10385,,spain__catalonia__girona__MSA
los alcazares,murcia,37.74425,-0.85041,15674,,spain__murcia__murcia__MSA
ingenio,canary islands,27.91855,-15.43433,29319,,spain__canary islands__telde__MSA
fuenterrabia,basque country,43.3687,-1.7961,0,,spain__navarre__pamplona__MSA
pilar de la horadada,valencia,37.86591,-0.79256,22050,,spain__murcia__murcia__MSA
maliano,cantabria,43.4186,-3.835,0,,spain__basque country__bilbao__MSA
azkoitia,basque country,43.17744,-2.31129,11266,,spain__basque country__bilbao__MSA
la estrella,canary islands,28.01259,-16.65442,1000,,spain__canary islands__santa cruz de tenerife__MSA
almazora,valencia,39.9403,-0.0625,26742,,spain__valencia__comunitat valenciana__MSA
ciempozuelos,madrid,40.15913,-3.62103,22132,,spain__madrid__madrid__MSA
cambre,galicia,43.29438,-8.34736,23231,,spain__galicia__a coruna__MSA
mogan,canary islands,27.88385,-15.72538,21690,,spain__canary islands__telde__MSA
xirivella,valencia,39.46588,-0.42589,30002,,spain__valencia__comunitat valenciana__MSA
aguilas,murcia,37.4063,-1.58289,34533,,spain__murcia__murcia__MSA
san nicolas,canary islands,27.9891,-15.78126,7950,,spain__canary islands__santa cruz de tenerife__MSA
candelaria,canary islands,28.3548,-16.37268,24319,,spain__canary islands__santa cruz de tenerife__MSA
arroyo de la encomienda,castille and leon,41.60956,-4.79692,11716,,spain__castille and leon__valladolid__MSA
pulpi,andalusia,37.41154,-1.74496,9502,,spain__andalusia__huercal overa__MSA
piera,catalonia,41.52232,1.75076,15362,,spain__catalonia__barcelona__MSA
torello,catalonia,42.04627,2.26679,14172,,spain__catalonia__barcelona__MSA
tacoronte,canary islands,28.47688,-16.41016,23562,,spain__canary islands__santa cruz de tenerife__MSA
tavernes de la valldigna,valencia,39.07195,-0.26623,18195,,spain__valencia__comunitat valenciana__MSA
centelles,catalonia,41.79746,2.21902,7423,,spain__catalonia__barcelona__MSA
beniparrell,valencia,39.38333,-0.41667,1780,,spain__valencia__comunitat valenciana__MSA
paiporta,valencia,39.42814,-0.41765,23519,,spain__valencia__comunitat valenciana__MSA
as pontes de garcia rodriguez,galicia,43.45266,-7.85178,11431,,spain__galicia__a coruna__MSA
cabrils,catalonia,41.5276,2.36996,7348,,spain__catalonia__barcelona__MSA
villafranca de los barros,extremadura,38.56144,-6.3381,13356,,spain__extremadura__badajoz__MSA
matadepera,catalonia,41.59886,2.02648,7970,,spain__catalonia__barcelona__MSA
vejer de la frontera,andalusia,36.25213,-5.96717,12973,,spain__andalusia__cadiz__MSA
calpe,valencia,38.645,0.0442,23326,,spain__valencia__benidorm__MSA
villaverde,madrid,40.35,-3.7,126802,,spain__madrid__madrid__MSA
san baudilio de llobregat,catalonia,41.3458,2.0417,84500,,spain__catalonia__barcelona__MSA
el bosque,andalusia,36.75828,-5.50535,1984,,spain__andalusia__cadiz__MSA
fuente alamo de murcia,murcia,37.72389,-1.16972,9500,,spain__murcia__murcia__MSA
pola de siero,asturias,43.39228,-5.66335,12615,,spain__asturias__principality of asturias__MSA
gines,andalusia,37.38647,-6.07729,13471,,spain__andalusia__sevilla__MSA
cartaya,andalusia,37.28114,-7.15071,17905,,spain__andalusia__huelva__MSA
alameda,andalusia,37.2087,-4.6586,5241,San Francisco-Oakland-Fremont CA MSA,spain__andalusia__malaga__MSA
onati,basque country,43.03262,-2.40997,10896,,spain__basque country__bilbao__MSA
gurb,catalonia,41.95419,2.23537,2196,,spain__catalonia__barcelona__MSA
baiona,galicia,42.11667,-8.85,12091,,spain__galicia__vigo__MSA
espartinas,andalusia,37.38154,-6.12578,12648,,spain__andalusia__sevilla__MSA
hondarribia,basque country,43.36859,-1.79622,16458,,spain__navarre__pamplona__MSA
adeje,canary islands,28.12271,-16.726,43204,,spain__canary islands__santa cruz de tenerife__MSA
san fernando,andalusia,36.4759,-6.19817,96366,,spain__andalusia__cadiz__MSA
figueres,catalonia,42.26645,2.96163,43330,,spain__catalonia__girona__MSA
picanya,valencia,39.43333,-0.43333,11053,,spain__valencia__comunitat valenciana__MSA
irun,basque country,43.33904,-1.78938,60951,,spain__navarre__pamplona__MSA
donostia san sebastian,basque country,43.31283,-1.97499,185357,,spain__basque country__bilbao__MSA
sant just desvern,catalonia,41.38389,2.06758,15811,,spain__catalonia__barcelona__MSA
huesca,aragon,42.13615,-0.4087,52059,,spain__aragon__zaragoza__MSA
padron,galicia,42.73875,-8.66057,9039,,spain__galicia__vigo__MSA
fuengirola,andalusia,36.53998,-4.62473,71482,,spain__andalusia__malaga__MSA
jerez de la frontera,andalusia,36.68645,-6.13606,207532,,spain__andalusia__sevilla__MSA
villajoyosa,valencia,38.50754,-0.23346,33797,,spain__valencia__benidorm__MSA
sagunto,valencia,39.68333,-0.26667,66070,,spain__valencia__comunitat valenciana__MSA
pozuelo de alarcon,madrid,40.43293,-3.81338,82428,,spain__madrid__madrid__MSA
alcala de henares,madrid,40.48205,-3.35996,204574,,spain__madrid__madrid__MSA
el vendrell,catalonia,41.21667,1.53333,35821,,spain__catalonia__barcelona__MSA
elche,valencia,38.26218,-0.70107,230112,,spain__murcia__murcia__MSA
vilaseca,catalonia,42.06174,2.25528,17305,,spain__catalonia__barcelona__MSA
principality of asturias,asturias,43.33333,-6.0,1085289,,spain__asturias__principality of asturias__MSA
martos,andalusia,37.72107,-3.97264,24655,,spain__andalusia__cordoba__MSA
cuenca,castille la mancha,40.06667,-2.13333,55866,,spain__castille la mancha__cuenca__MSA
getafe,madrid,40.30571,-3.73295,167164,,spain__madrid__madrid__MSA
marbella,andalusia,36.51543,-4.88583,134623,,spain__andalusia__malaga__MSA
xativa,valencia,38.99042,-0.51852,29386,,spain__valencia__comunitat valenciana__MSA
illescas,castille la mancha,40.12213,-3.84704,21264,,spain__madrid__madrid__MSA
quart de poblet,valencia,39.48139,-0.43937,25499,,spain__valencia__comunitat valenciana__MSA
manresa,catalonia,41.72815,1.82399,76250,,spain__catalonia__barcelona__MSA
arnedo,la rioja,42.228,-2.10083,14457,,spain__la rioja__la rioja__MSA
denia,valencia,38.84078,0.10574,41733,,spain__valencia__benidorm__MSA
granada,andalusia,37.18817,-3.60667,234325,,spain__andalusia__granada__MSA
sant boi de llobregat,catalonia,41.34357,2.03659,82428,,spain__catalonia__barcelona__MSA
collado villalba,madrid,40.63506,-4.00486,63074,,spain__madrid__madrid__MSA
torre pacheco,murcia,37.74293,-0.95396,35614,,spain__murcia__murcia__MSA
aguadulce,andalusia,37.25273,-4.99269,1989,,spain__andalusia__malaga__MSA
almussafes,valencia,39.28333,-0.41667,7459,,spain__valencia__comunitat valenciana__MSA
torrent,valencia,39.43705,-0.46546,78543,,spain__valencia__comunitat valenciana__MSA
sitges,catalonia,41.23506,1.81193,27668,,spain__catalonia__barcelona__MSA
